+-----+--------------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                             |
|eruvim-merged.txt-066a-0018  |153  |153:48.2%, 184:27.4%, 64:16.4% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0019  |153  |153:48.9%, 184:26.3%, 64:16.6% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066a-0020  |153  |153:64.0%, 184:24.6%, 147:9.4% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0000  |153  |153:41.2%, 64:19.4%, 154:17.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0001  |153  |153:44.8%, 154:16.5%, 64:13.2% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0002  |153  |153:45.4%, 154:16.2%, 64:12.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0003  |153  |153:41.9%, 35:12.3%, 64:11.4%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0004  |153  |153:43.8%, 40:16.4%, 35:12.9%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0005  |153  |153:58.4%, 35:21.1%, 167:13.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0006  |153  |153:72.9%, 35:17.7%, 79:8.4%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0007  |153  |153:65.3%, 35:14.3%, 184:9.8%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0008  |153  |153:71.7%, 184:13.6%, 103:13.6%|rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0009  |153  |153:79.9%, 103:13.3%, 184:5.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0010  |153  |153:72.3%, 1:12.4%, 103:10.9%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0011  |153  |153:68.0%, 1:18.1%, 103:9.5%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0012  |153  |153:64.9%, 1:29.5%, 103:5.0%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0013  |153  |153:67.8%, 1:31.6%, 98:0.0%    |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0014  |153  |153:53.8%, 1:45.7%, 98:0.0%    |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0015  |1    |1:54.8%, 153:44.7%, 98:0.0%    |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-066b-0016  |1    |1:61.3%, 153:32.9%, 40:3.8%    |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-066b-0017  |1    |1:54.7%, 153:41.0%, 103:3.6%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-066b-0018  |1    |1:48.6%, 153:39.3%, 103:7.1%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-066b-0019  |1    |1:47.3%, 153:35.4%, 103:10.6%  |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-066b-0020  |153  |153:52.7%, 98:20.6%, 163:13.9% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0021  |153  |153:60.7%, 163:30.5%, 103:8.0% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0022  |163  |163:44.1%, 153:43.2%, 154:4.9% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-066b-0023  |163  |163:61.4%, 153:35.4%, 103:2.6% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-066b-0024  |163  |163:53.7%, 153:42.5%, 103:3.0% |gentile, jew, torah, karpef, body, villages, cities, study, descends, city                              |
|eruvim-merged.txt-066b-0025  |153  |153:37.7%, 1:32.1%, 163:23.9%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0026  |1    |1:39.3%, 153:38.2%, 163:9.2%   |alleyway, eiruv, side, post, day, valid, establish, handbreadths, cross, tree                           |
|eruvim-merged.txt-066b-0027  |153  |153:57.8%, 1:36.8%, 103:2.4%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0028  |153  |153:63.6%, 167:20.8%, 1:14.8%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0029  |153  |153:52.9%, 167:44.5%, 1:2.0%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0030  |153  |153:51.5%, 167:47.9%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0031  |167  |167:56.2%, 153:43.2%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0032  |167  |167:72.6%, 153:26.8%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0033  |167  |167:83.9%, 153:15.4%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0034  |167  |167:78.0%, 153:20.5%, 135:0.7% |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0035  |167  |167:81.4%, 153:17.8%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0036  |167  |167:79.7%, 153:19.6%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0037  |167  |167:63.6%, 153:35.9%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0038  |153  |153:51.6%, 167:48.0%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0039  |153  |153:54.0%, 167:45.6%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0040  |153  |153:61.7%, 167:37.9%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0041  |153  |153:70.7%, 167:28.8%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0042  |153  |153:74.3%, 167:25.2%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0043  |153  |153:77.3%, 167:22.1%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0044  |153  |153:75.0%, 167:24.4%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0045  |153  |153:59.4%, 167:40.1%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0046  |153  |153:61.8%, 167:37.7%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0047  |153  |153:52.1%, 167:47.3%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-066b-0048  |167  |167:52.3%, 153:47.1%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0049  |167  |167:51.3%, 153:48.0%, 98:0.0%  |outer, inner, courtyard, courtyards, residents, entrance, hall, doorway, prohibited, eiruv              |
|eruvim-merged.txt-066b-0050  |153  |153:56.3%, 167:42.0%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0000  |153  |153:49.4%, 167:43.6%, 154:6.3% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0001  |153  |153:62.8%, 167:31.3%, 154:5.2% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0002  |153  |153:67.5%, 167:28.1%, 154:3.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0003  |153  |153:74.8%, 167:20.8%, 154:3.8% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0004  |153  |153:73.1%, 167:22.5%, 154:3.9% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0005  |153  |153:88.5%, 167:10.8%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0006  |153  |153:78.5%, 167:20.9%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0007  |153  |153:77.4%, 167:21.8%, 98:0.0%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0008  |153  |153:66.9%, 167:27.0%, 43:5.2%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0009  |153  |153:54.3%, 1:19.7%, 167:12.7%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0010  |153  |153:36.1%, 147:30.1%, 167:15.9%|rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0011  |147  |147:52.6%, 153:13.9%, 163:13.2%|priests, enter, blemish, unto, israelites, sheshet, available, levites, isda, holy                      |
|eruvim-merged.txt-067a-0012  |147  |147:57.0%, 163:18.6%, 1:10.7%  |priests, enter, blemish, unto, israelites, sheshet, available, levites, isda, holy                      |
|eruvim-merged.txt-067a-0013  |147  |147:77.9%, 163:14.3%, 118:4.9% |priests, enter, blemish, unto, israelites, sheshet, available, levites, isda, holy                      |
|eruvim-merged.txt-067a-0014  |147  |147:79.3%, 81:19.9%, 98:0.0%   |priests, enter, blemish, unto, israelites, sheshet, available, levites, isda, holy                      |
|eruvim-merged.txt-067a-0015  |147  |147:60.4%, 81:38.7%, 98:0.0%   |priests, enter, blemish, unto, israelites, sheshet, available, levites, isda, holy                      |
|eruvim-merged.txt-067a-0016  |81   |81:44.3%, 147:34.9%, 153:20.0% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-067a-0017  |81   |81:38.1%, 147:30.6%, 153:26.8% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-067a-0018  |81   |81:39.4%, 153:28.0%, 147:26.0% |domain, phylacteries, public, private, shabbat, four, house, water, decree, carrying                    |
|eruvim-merged.txt-067a-0019  |153  |153:61.6%, 81:24.0%, 57:13.9%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0020  |153  |153:66.3%, 57:17.5%, 81:15.7%  |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0021  |153  |153:65.1%, 57:24.1%, 98:7.0%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0022  |153  |153:59.2%, 57:21.0%, 98:6.1%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0023  |153  |153:58.5%, 57:16.2%, 1:13.6%   |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0024  |184  |184:38.6%, 153:19.4%, 64:11.1% |property, accustomed, possession, rights, utilizing, courtyard, died, convert, renunciation, drunk      |
|eruvim-merged.txt-067a-0025  |184  |184:40.2%, 153:17.7%, 64:17.0% |property, accustomed, possession, rights, utilizing, courtyard, died, convert, renunciation, drunk      |
|eruvim-merged.txt-067a-0026  |184  |184:40.8%, 153:32.4%, 64:16.9% |property, accustomed, possession, rights, utilizing, courtyard, died, convert, renunciation, drunk      |
|eruvim-merged.txt-067a-0027  |153  |153:36.1%, 184:35.8%, 64:22.7% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0028  |184  |184:32.4%, 153:27.7%, 64:22.8% |property, accustomed, possession, rights, utilizing, courtyard, died, convert, renunciation, drunk      |
|eruvim-merged.txt-067a-0029  |153  |153:36.4%, 64:22.1%, 184:19.7% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
|eruvim-merged.txt-067a-0030  |153  |153:26.8%, 174:19.1%, 64:13.9% |rights, renounce, favor, courtyard, resident, eiruv, residents, establish, key, renunciation            |
